DATAFLOW,LAST UPDATE,freq,unit,lcstruct,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AL,2012,2.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AL,2016,2.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2000,20.1,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2004,22.3,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2008,22.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2012,26.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2016,28.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2020,28.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2021,28.8,p
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,AT,2022,29.9,p
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BA,2012,6.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BA,2016,6.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2000,17.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2012,30.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2016,29.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2020,31.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2021,31.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BE,2022,34,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2000,1.5,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2004,2.0,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2008,3.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2012,5.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2016,5.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2020,8.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2021,8.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,BG,2022,10.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CH,2012,36.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CH,2016,42.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CY,2020,13.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CY,2021,15.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CY,2022,15.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2000,3.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2004,5.0,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2008,8.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2012,9.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2016,8.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2020,11.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2021,11.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,CZ,2022,13.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2000,22.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2004,21.8,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2008,25.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2012,27.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2016,30.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2020,31.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2021,32.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DE,2022,35,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2000,29.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2004,34.1,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2008,33.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2012,45.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2016,44.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2020,57.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2021,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,DK,2022,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2000,14.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2004,15.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2008,18.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2012,20.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2016,22.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA,2020,24.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2004,17.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2008,20.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2012,24.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2016,26.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2020,27.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2021,28,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA19,2022,29.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA20,2020,27.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA20,2021,28,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EA20,2022,29.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2000,2.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2004,3.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2008,6.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2016,9.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2020,11.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2021,12.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EE,2022,13.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2000,10.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2004,12.5,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2008,13.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2012,14.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2016,15.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2020,11.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2021,11.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EL,2022,10.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2000,13.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2004,14.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2008,16.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2012,22.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2016,23.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2020,25.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2021,25.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ES,2022,23.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU15,2000,15.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU15,2008,24.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU15,2012,28.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU15,2016,31.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU15,2020,30.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2004,9.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2008,13.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2012,15.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2016,17.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2020,19.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2021,20.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU27_2020,2022,22.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU28,2004,10.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU28,2008,15.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU28,2012,17.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,EU28,2016,19.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2000,16.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2004,20.1,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2008,22.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2012,28.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2016,25.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2020,32.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2021,32.0,p
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FI,2022,32.5,p
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2000,12.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2008,22.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2012,21.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2016,23.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2020,26.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2021,26.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,FR,2022,27.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2004,8.0,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2008,10.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2012,9.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2016,11.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2020,9.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2021,9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HR,2022,9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2000,3.3,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2004,4.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2008,6.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2012,6.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2016,6.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2020,8.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2021,8.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,HU,2022,9.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2000,15.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2004,23.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2008,24.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2012,27.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2016,27.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2020,27.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2021,29,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IE,2022,33.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2008,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2012,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2016,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2020,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2021,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IS,2022,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2000,14.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2004,20.5,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2008,23.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2012,30.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2016,30.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2020,32,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2021,32.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,IT,2022,33.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2000,2.3,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2004,3.0,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2008,5.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2012,5.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2016,6.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2020,10.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2021,11.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LT,2022,12.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2000,16.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2012,23.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2016,26.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2020,31,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2021,30.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LU,2022,32.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2000,1.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2004,2.1,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2008,4.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2012,5.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2016,6.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2020,8.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2021,8.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,LV,2022,9.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ME,2012,5.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,ME,2016,6.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MK,2012,3.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MK,2016,4.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MT,2016,6.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MT,2020,10.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MT,2021,10,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,MT,2022,9.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2000,30.3,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2004,34.9,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2008,45.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2012,46.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2016,48.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2020,50.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2021,48.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NL,2022,,c
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NO,2012,79.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NO,2016,70.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NO,2020,67.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NO,2021,73.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,NO,2022,76.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2004,6.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2008,10.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2012,11.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2016,10.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2020,13.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2021,14.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PL,2022,16.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2000,6.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2004,6.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2008,9.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2012,10.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2016,11.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2020,12.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2021,13.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,PT,2022,14.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2004,2.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2008,6.0,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2012,6.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2016,8.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2020,11.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2021,12.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RO,2022,13.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RS,2012,6.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RS,2016,6.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RS,2020,10.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RS,2021,11,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,RS,2022,11.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2000,20.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2004,21.4,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2008,23.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2012,31.9,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2016,30.4,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2020,31.2,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2021,33.7,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SE,2022,33.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2000,9.3,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2004,11.7,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2008,15.5,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2012,16.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2016,18.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2020,21.8,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2021,23.1,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SI,2022,24.3,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SK,2000,2.8,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SK,2004,3.2,d
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SK,2008,5.6,
ESTAT:LC_LCI_LEV(1.0),30/03/23 11:00:00,A,EUR,D11,B,SK,2012,7.2,
